Sr_No,Round,Institute,Program,Stream,Quota,Category,Seat_Gender,Opening_Rank,Closing_Rank,Remark
5709,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,102252.00,163128.00,Fresh and Upgraded Only
5710,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,BC(Girl),Female Seats,918710.00,1177442.00,Fresh and Upgraded Only
5711,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,624024.00,732694.00,Fresh and Upgraded Only
5712,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,EWS(GL),Female Seats,993024.00,1040619.00,Fresh and Upgraded Only
5713,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,630734.00,699258.00,Fresh and Upgraded Only
5714,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,501187.00,748656.00,Fresh and Upgraded Only
5715,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,383095.00,614729.00,Fresh and Upgraded Only
5716,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,SC(Girl),Female Seats,1050962.00,1050962.00,Fresh and Upgraded Only
5717,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,728903.00,1185636.00,Fresh and Upgraded Only
5718,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,ST,Both Male and Female Seats,1302721.00,1302721.00,Fresh and Upgraded Only
5719,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,265895.00,312944.00,Fresh and Upgraded Only
5720,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.Tech,Home State,BC(Girl),Female Seats,586871.00,830791.00,Fresh and Upgraded Only
5721,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.Tech,Home State,BC,Both Male and Female Seats,386190.00,589536.00,Fresh and Upgraded Only
5722,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.Tech,Home State,EWS(GL),Female Seats,516308.00,549832.00,Fresh and Upgraded Only
5723,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,427832.00,480987.00,Fresh and Upgraded Only
5724,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,316068.00,432500.00,Fresh and Upgraded Only
5725,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,209248.00,385003.00,Fresh and Upgraded Only
5726,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.Tech,Home State,SC(Girl),Female Seats,1127116.00,1127116.00,Fresh and Upgraded Only
5727,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.Tech,Home State,SC,Both Male and Female Seats,707574.00,1282744.00,Fresh and Upgraded Only
5728,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,271814.00,297038.00,Fresh and Upgraded Only
5729,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Civil Engineering,B.Tech,Home State,BC,Both Male and Female Seats,924798.00,1462734.00,Fresh and Upgraded Only
5730,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Civil Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,992819.00,992819.00,Fresh and Upgraded Only
5731,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Civil Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,858062.00,858062.00,Fresh and Upgraded Only
5732,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Civil Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,524560.00,868051.00,Fresh and Upgraded Only
5733,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Civil Engineering,B.Tech,Home State,SC,Both Male and Female Seats,1147709.00,1147709.00,Fresh and Upgraded Only
5734,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,308210.00,323334.00,Fresh and Upgraded Only
5735,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,254343.00,280454.00,Fresh and Upgraded Only
5736,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,408079.00,414837.00,Fresh and Upgraded Only
5737,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,260581.00,283827.00,Fresh and Upgraded Only
5738,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,221905.00,304016.00,Fresh and Upgraded Only
5739,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,212873.00,253941.00,Fresh and Upgraded Only
5740,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,408621.00,584836.00,Fresh and Upgraded Only
5741,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,373329.00,559340.00,Fresh and Upgraded Only
5742,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,184329.00,184329.00,Fresh and Upgraded Only
5743,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,B.Tech,Home State,BC(Girl),Female Seats,1086695.00,1217072.00,Fresh and Upgraded Only
5744,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,660288.00,777240.00,Fresh and Upgraded Only
5745,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,757028.00,895024.00,Fresh and Upgraded Only
5746,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,538029.00,1075637.00,Fresh and Upgraded Only
5747,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,401591.00,635166.00,Fresh and Upgraded Only
5748,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,1012765.00,1404159.00,Fresh and Upgraded Only
5749,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,178145.00,332721.00,Fresh and Upgraded Only
5750,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,BC(Girl),Female Seats,364660.00,389065.00,Fresh and Upgraded Only
5751,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,346416.00,389852.00,Fresh and Upgraded Only
5752,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,420860.00,420860.00,Fresh and Upgraded Only
5753,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,347632.00,400745.00,Fresh and Upgraded Only
5754,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,290829.00,363006.00,Fresh and Upgraded Only
5755,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,270469.00,344088.00,Fresh and Upgraded Only
5756,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,SC(Girl),Female Seats,639634.00,971267.00,Fresh and Upgraded Only
5757,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,571654.00,767730.00,Fresh and Upgraded Only
5758,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,233400.00,272143.00,Fresh and Upgraded Only
5759,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Mechanical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,921746.00,1457825.00,Fresh and Upgraded Only
5760,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Mechanical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,913504.00,1092629.00,Fresh and Upgraded Only
5761,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Mechanical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,902718.00,1472832.00,Fresh and Upgraded Only
5762,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,659391.00,852898.00,Fresh and Upgraded Only
5763,Round 2,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Mechanical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,1049108.00,1049108.00,Fresh and Upgraded Only
5764,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,BC(AF),Both Male and Female Seats,834303.00,834303.00,Fresh and Upgraded Only
5765,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,259127.00,294056.00,Fresh and Upgraded Only
5766,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,218400.00,242393.00,Fresh and Upgraded Only
5767,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,336065.00,367940.00,Fresh and Upgraded Only
5768,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,212760.00,229862.00,Fresh and Upgraded Only
5769,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,481661.00,718561.00,Fresh and Upgraded Only
5770,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,205537.00,240616.00,Fresh and Upgraded Only
5771,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,176618.00,211773.00,Fresh and Upgraded Only
5772,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,498161.00,498161.00,Fresh and Upgraded Only
5773,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,307686.00,494790.00,Fresh and Upgraded Only
5774,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,ST,Both Male and Female Seats,1057638.00,1057638.00,Fresh and Upgraded Only
5775,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,170023.00,170023.00,Fresh and Upgraded Only
5776,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,Home State,BC(Girl),Female Seats,726736.00,767679.00,Fresh and Upgraded Only
5777,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,539361.00,656841.00,Fresh and Upgraded Only
5778,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,Home State,EWS(GL),Female Seats,735625.00,947306.00,Fresh and Upgraded Only
5779,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,528639.00,605063.00,Fresh and Upgraded Only
5780,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,440629.00,574132.00,Fresh and Upgraded Only
5781,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,283013.00,430401.00,Fresh and Upgraded Only
5782,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,704887.00,1185917.00,Fresh and Upgraded Only
5783,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,226445.00,294636.00,Fresh and Upgraded Only
5784,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,Home State,BC(Girl),Female Seats,582815.00,610351.00,Fresh and Upgraded Only
5785,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,Home State,BC,Both Male and Female Seats,378685.00,549699.00,Fresh and Upgraded Only
5786,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,Home State,EWS(GL),Female Seats,598600.00,598600.00,Fresh and Upgraded Only
5787,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,399884.00,494858.00,Fresh and Upgraded Only
5788,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,322364.00,530171.00,Fresh and Upgraded Only
5789,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,258501.00,375887.00,Fresh and Upgraded Only
5790,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,Home State,SC(Girl),Female Seats,893456.00,893456.00,Fresh and Upgraded Only
5791,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,Home State,SC,Both Male and Female Seats,726095.00,1130834.00,Fresh and Upgraded Only
5792,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,175798.00,279127.00,Fresh and Upgraded Only
5793,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Mining Engineering,B.Tech,Home State,BC,Both Male and Female Seats,1081316.00,1221420.00,Fresh and Upgraded Only
5794,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Mining Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,999307.00,999307.00,Fresh and Upgraded Only
5795,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Mining Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,807785.00,807785.00,Fresh and Upgraded Only
5796,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Mining Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,507777.00,749360.00,Fresh and Upgraded Only
5797,Round 2,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Mining Engineering,B.Tech,Home State,SC(Girl),Female Seats,1249790.00,1249790.00,Fresh and Upgraded Only
5798,Round 2,"ISABELLA THOBURN COLLEGE (PROFESSIONAL STUDIES),LUCKNOW",Computer Science,B.Tech,Home State,OPEN(GIRL),Female Seats,441074.00,615630.00,Fresh and Upgraded Only
5799,Round 2,"ISABELLA THOBURN COLLEGE (PROFESSIONAL STUDIES),LUCKNOW",Computer Science,B.Tech,Home State,OPEN,Female Seats,821284.00,821284.00,Fresh and Upgraded Only
5800,Round 2,"ISABELLA THOBURN COLLEGE (PROFESSIONAL STUDIES),LUCKNOW",Artificial Inelligence (AI) And Data Science,B.Tech,Home State,OPEN(GIRL),Female Seats,394140.00,394140.00,Fresh and Upgraded Only
5801,Round 2,"INDIAN INSTITUTE OF HANDLOOM TECHNOLOGY,VARANASI",Handloom & Textile Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,587261.00,1458653.00,Fresh and Upgraded Only
5802,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Civil Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,643304.00,1264825.00,Fresh and Upgraded Only
5803,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electrical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,494226.00,494226.00,Fresh and Upgraded Only
5804,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,363394.00,1104493.00,Fresh and Upgraded Only
5805,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electronics and Communication Engineering,B.Tech,Home State,BC(Girl),Female Seats,931217.00,931217.00,Fresh and Upgraded Only
5806,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electronics and Communication Engineering,B.Tech,Home State,BC,Both Male and Female Seats,792926.00,1307447.00,Fresh and Upgraded Only
5807,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electronics and Communication Engineering,B.Tech,Home State,EWS(GL),Female Seats,965251.00,965251.00,Fresh and Upgraded Only
5808,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electronics and Communication Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,1036303.00,1209964.00,Fresh and Upgraded Only
5809,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,258212.00,639215.00,Fresh and Upgraded Only
5810,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,504952.00,776435.00,Fresh and Upgraded Only
5811,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,BC(Girl),Female Seats,693296.00,803508.00,Fresh and Upgraded Only
5812,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,520412.00,704694.00,Fresh and Upgraded Only
5813,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,870912.00,870912.00,Fresh and Upgraded Only
5814,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,544749.00,576917.00,Fresh and Upgraded Only
5815,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,326624.00,457990.00,Fresh and Upgraded Only
5816,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,401673.00,512708.00,Fresh and Upgraded Only
5817,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,355236.00,355236.00,Fresh and Upgraded Only
5818,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science Engineering,B.Tech,Home State,BC(Girl),Female Seats,445400.00,449749.00,Fresh and Upgraded Only
5819,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science Engineering,B.Tech,Home State,BC,Both Male and Female Seats,275744.00,352204.00,Fresh and Upgraded Only
5820,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,305990.00,327547.00,Fresh and Upgraded Only
5821,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,246922.00,299952.00,Fresh and Upgraded Only
5822,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,195045.00,263304.00,Fresh and Upgraded Only
5823,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science Engineering,B.Tech,Home State,SC(Girl),Female Seats,648186.00,648186.00,Fresh and Upgraded Only
5824,Round 2,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science Engineering,B.Tech,Home State,SC,Both Male and Female Seats,605907.00,978429.00,Fresh and Upgraded Only
5825,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,639668.00,846640.00,Fresh and Upgraded Only
5826,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,598613.00,841966.00,Fresh and Upgraded Only
5827,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,715476.00,715476.00,Fresh and Upgraded Only
5828,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,605779.00,875470.00,Fresh and Upgraded Only
5829,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,297665.00,591281.00,Fresh and Upgraded Only
5830,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,288951.00,572493.00,Fresh and Upgraded Only
5831,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,676986.00,843531.00,Fresh and Upgraded Only
5832,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,1394982.00,1394982.00,Fresh and Upgraded Only
5833,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electronics and Communication Engineering,B.Tech,Home State,BC(Girl),Female Seats,1375911.00,1375911.00,Fresh and Upgraded Only
5834,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,442439.00,442439.00,Fresh and Upgraded Only
5835,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,492914.00,1308088.00,Fresh and Upgraded Only
5836,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,B.Tech,Home State,BC(Girl),Female Seats,951236.00,967972.00,Fresh and Upgraded Only
5837,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,899225.00,1116485.00,Fresh and Upgraded Only
5838,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,994978.00,994978.00,Fresh and Upgraded Only
5839,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,1019899.00,1126865.00,Fresh and Upgraded Only
5840,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,715025.00,925861.00,Fresh and Upgraded Only
5841,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,638337.00,892462.00,Fresh and Upgraded Only
5842,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,912715.00,912715.00,Fresh and Upgraded Only
5843,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",DATA SCIENCE,B.Tech,Home State,BC(Girl),Female Seats,1275222.00,1275222.00,Fresh and Upgraded Only
5844,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",DATA SCIENCE,B.Tech,Home State,BC,Both Male and Female Seats,1029817.00,1342796.00,Fresh and Upgraded Only
5845,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",DATA SCIENCE,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,1002604.00,1170347.00,Fresh and Upgraded Only
5846,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",DATA SCIENCE,B.Tech,Home State,OPEN(GIRL),Female Seats,935558.00,950755.00,Fresh and Upgraded Only
5847,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",DATA SCIENCE,B.Tech,Home State,OPEN,Both Male and Female Seats,501249.00,954388.00,Fresh and Upgraded Only
5848,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Artificial Intelligence And Machine Learning,B.Tech,Home State,BC(Girl),Female Seats,877816.00,877816.00,Fresh and Upgraded Only
5849,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Artificial Intelligence And Machine Learning,B.Tech,Home State,BC,Both Male and Female Seats,651154.00,756786.00,Fresh and Upgraded Only
5850,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Artificial Intelligence And Machine Learning,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,671062.00,722946.00,Fresh and Upgraded Only
5851,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Artificial Intelligence And Machine Learning,B.Tech,Home State,OPEN(GIRL),Female Seats,484734.00,484734.00,Fresh and Upgraded Only
5852,Round 2,"Veer Bahadur Singh Purvanchal University, Jaunpur",Artificial Intelligence And Machine Learning,B.Tech,Home State,OPEN,Both Male and Female Seats,562667.00,617475.00,Fresh and Upgraded Only
5853,Round 2,"M. J. P. Ruhelkhand University, Bareilly",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,1063741.00,1063741.00,Fresh and Upgraded Only
